"","Previous","Movie","Distributor","Genre","Gross","Change","Theaters","TotalGross","Days","weekend"
"276",58,"Every Day","Image Entertainment","Drama",1791,-82,2,15918,"10","2011-01-21"
"277",75,"Bhutto","First Run Features","Documentary",1791,-55,1,62791,"52","2011-01-21"
"278",77,"The Strange Case of Angelica","Cinema Guild","Drama",1770,-48,1,31021,"24","2011-01-21"
"279",59,"Mesrine: Killer Instinct","Music Box Films","Drama",1428,-85,4,548420,"150","2011-01-21"
"280",78,"Kings of Pastry","First Run Features","Documentary",1250,-63,1,299527,"131","2011-01-21"
"281",NA,"You Will Meet a Tall Dark Stranger","Sony Pictures Classics","Drama",1115,NA,3,3245086,"124","2011-01-21"
"282",NA,"The Little Traitor","Westchester Films","Drama",1052,NA,1,386856,"465","2011-01-21"
"283",90,"Howl","Oscilloscope Pictures","Drama",1049,-31,2,608257,"122","2011-01-21"
"284",NA,"Animal Kingdom","Sony Pictures Classics","Drama",843,NA,2,1023849,"164","2011-01-21"
"285",NA,"Every Man for Himself","The Film Desk","Drama",842,NA,1,35926,"11,061","2011-01-21"
"286",NA,"Zenith","Cinema Purgatorio","Thriller/Suspense",501,NA,3,5958,"115","2011-01-21"
"287",94,"Rare Exports: A Christmas Tale","Oscilloscope Pictures","Comedy",500,-53,1,236210,"52","2011-01-21"
"288",91,"Night Catches Us","Magnolia Pictures","Drama",459,-66,3,63557,"52","2011-01-21"
"289",99,"Dogtooth","Kino International","Drama",393,84,1,91234,"213","2011-01-21"
"290",NA,"To the Sea","Film Movement","Drama",345,NA,1,61436,"194","2011-01-21"
"291",100,"Magnificent Desolation","IMAX Films","Documentary",145,NA,1,34062378,"1,949","2011-01-21"
"292",NA,"Brutal Beauty: Tales of the Rose City Rollers","Cinema Purgatorio","Documentary",25,NA,1,8927,"381","2011-01-21"
"293",NA,"The Rite","Warner Bros.","Horror",14789393,NA,2985,14789393,"3","2011-01-28"
"294",1,"No Strings Attached","Paramount Pictures","Romantic Comedy",13410229,-32,3022,39502304,"10","2011-01-28"
"295",NA,"The Mechanic","CBS Films","Action",11422006,NA,2703,11422006,"3","2011-01-28"
"296",2,"The Green Hornet","Sony Pictures","Action",11184361,-37,3524,78485016,"17","2011-01-28"
"297",4,"The King's Speech","Weinstein Co.","Drama",11064781,41,2557,72179688,"66","2011-01-28"
"298",5,"True Grit","Paramount Pictures","Western",7518265,3,3120,148305900,"40","2011-01-28"
"299",3,"The Dilemma","Universal","Comedy",5665730,-38,2905,40824185,"17","2011-01-28"
"300",6,"Black Swan","Fox Searchlight","Thriller/Suspense",5118269,-13,2315,90722310,"59","2011-01-28"
"301",8,"The Fighter","Paramount Pictures","Drama",3960280,-5,1914,78278204,"52","2011-01-28"
"302",9,"Yogi Bear 3D","Warner Bros.","Adventure",3167440,-17,2133,92509281,"45","2011-01-28"
"303",7,"Little Fockers","Universal","Comedy",2573930,-40,2051,144727470,"40","2011-01-28"
"304",10,"Tron: Legacy","Walt Disney","Adventure",2529097,-31,1505,166732184,"45","2011-01-28"
"305",11,"Tangled","Walt Disney","Adventure",2526561,-18,1589,189576785,"68","2011-01-28"
"306",34,"127 Hours","Fox Searchlight","Drama",2136801,1702,916,13510921,"87","2011-01-28"
"307",13,"Country Strong","Sony Pictures","Drama",1274454,-39,1287,18806281,"40","2011-01-28"
"308",19,"Blue Valentine","Weinstein Co.","Drama",1186124,35,415,6063224,"33","2011-01-28"
"309",NA,"From Prada to Nada","Lionsgate","Romantic Comedy",1115638,NA,256,1115638,"3","2011-01-28"
"310",14,"The Chronicles of Narnia: The Voyage of the Dawn Treader","20th Century Fox","Adventure",884917,-35,732,101814753,"52","2011-01-28"
"311",12,"Season of the Witch","Relativity","Thriller/Suspense",778183,-66,1110,23710664,"24","2011-01-28"
"312",16,"Gulliver's Travels","20th Century Fox","Comedy",726653,-37,653,40973767,"40","2011-01-28"
"313",20,"The Company Men","Weinstein Co.","Drama",665402,3,211,1547510,"10","2011-01-28"
"314",17,"Harry Potter and the Deathly Hallows: Part I","Warner Bros.","Adventure",600929,-33,465,292223492,"73","2011-01-28"
"315",22,"Barney's Version","Sony Pictures Classics","Drama",523906,9,120,2287508,"31","2011-01-28"
"316",15,"The Way Back","Newmarket Films","Adventure",523600,-57,595,2174888,"10","2011-01-28"
"317",21,"Megamind","Paramount Pictures","Adventure",493135,-14,300,146961444,"87","2011-01-28"
"318",NA,"Biutiful","Roadside Attractions","Drama",456930,NA,59,619240,"33","2011-01-28"
"319",23,"The Social Network","Sony Pictures","Drama",444533,NA,367,96020437,"122","2011-01-28"
"320",18,"The Tourist","Sony Pictures","Thriller/Suspense",361472,-59,428,66559141,"52","2011-01-28"
"321",29,"Another Year","Sony Pictures Classics","Drama",309097,48,91,1102236,"33","2011-01-28"
"322",27,"Unstoppable","20th Century Fox","Action",205256,-10,250,81013639,"80","2011-01-28"
"323",32,"Rabbit Hole","Lionsgate","Drama",172086,-3,124,1534094,"45","2011-01-28"
"324",28,"Burlesque","Sony Pictures","Drama",149164,-31,238,39290143,"68","2011-01-28"
"325",38,"The Illusionist","Sony Pictures Classics","Adventure",133988,66,25,537590,"37","2011-01-28"
"326",33,"Hubble 3D","Warner Bros.","Documentary",118605,-3,43,21044053,"318","2011-01-28"
"327",48,"Inside Job","Sony Pictures Classics","Documentary",115832,378,250,3790015,"115","2011-01-28"
"328",31,"Somewhere","Focus Features","Drama",111454,-45,60,1499082,"40","2011-01-28"
"329",24,"Mumbai Diaries","UTV Communications","Drama",102153,-72,75,521582,"10","2011-01-28"
"330",25,"The Heart Specialist","Freestyle Releasing","Romantic Comedy",86639,-66,119,1062248,"17","2011-01-28"
"331",36,"Red","Summit Entertainment","Action",78513,-25,119,90356857,"108","2011-01-28"
"332",37,"Love and Other Drugs","20th Century Fox","Drama",67699,-32,117,32270295,"68","2011-01-28"
"333",43,"Faster","CBS Films","Action",67348,9,114,23171650,"68","2011-01-28"
"334",30,"Yamla Pagla Deewana","Eros Entertainment","Comedy",64174,-68,84,961257,"17","2011-01-28"
"335",NA,"Ip Man 2: Legend of the Grand Master","Variance Films","Action",61057,NA,20,61057,"3","2011-01-28"
"336",41,"Casino Jack","Samuel Goldwyn Films","Thriller/Suspense",58363,-18,49,832805,"45","2011-01-28"
"337",42,"Secretariat","Walt Disney","Drama",57563,-18,90,59643429,"115","2011-01-28"
"338",39,"I Love You Phillip Morris","Roadside Attractions","Comedy",43499,-44,49,1881050,"59","2011-01-28"
"339",71,"Winter's Bone","Roadside Attractions","Drama",30190,651,27,6308485,"234","2011-01-28"
"340",40,"Made in Dagenham","Sony Pictures Classics","Drama",26661,-64,42,943426,"73","2011-01-28"
"341",46,"All Good Things","Magnolia Pictures","Drama",20304,-36,23,503633,"59","2011-01-28"
"342",57,"What If...","Five & Two Pictures","",17881,132,5,795146,"164","2011-01-28"
"343",77,"Get Low","Sony Pictures Classics","",15652,503,59,9132884,"185","2011-01-28"
"344",45,"Fair*Game","Summit Entertainment","Drama",15066,-57,40,9410991,"87","2011-01-28"
"345",NA,"Kaboom","IFC Films","Comedy",13714,NA,1,13714,"3","2011-01-28"
"346",49,"Space Station","IMAX Films","Documentary",13638,-32,2,82653362,"3,209","2011-01-28"
"347",51,"Millenium 3 - La reine du palais des courants d'air","Alliance Films","Thriller/Suspense",12185,-25,22,5407311,"276","2011-01-28"
"348",NA,"Une vie qui commence","Alliance Vivafilm","Drama",12181,NA,14,55105,"10","2011-01-28"
"349",50,"The Housemaid","IFC Films","Thriller/Suspense",12067,-28,3,36039,"10","2011-01-28"
"350",56,"Tiny Furniture","IFC Films","Comedy",10583,35,13,362092,"80","2011-01-28"
"351",65,"The Woodmans","Lorber Films","Documentary",8998,53,3,23293,"12","2011-01-28"
"352",61,"Galapagos","IMAX Films","Documentary",8611,38,2,17820766,"4,112","2011-01-28"
"353",84,"Bhutto","First Run Features","Documentary",8378,368,4,72118,"59","2011-01-28"
"354",58,"Four Lions","Drafthouse Films","Black Comedy",6777,-8,8,294125,"87","2011-01-28"
"355",92,"Animal Kingdom","Sony Pictures Classics","Drama",6154,630,11,1030288,"171","2011-01-28"
"356",60,"Summer Wars","GKIDS","Adventure",6019,-4,3,72301,"38","2011-01-28"
"357",NA,"When We Leave","Olive Films","Drama",6018,NA,2,6018,"3","2011-01-28"
"358",66,"The Tempest","Miramax","Drama",5526,4,9,267484,"52","2011-01-28"
"359",54,"Vision","Zeitgeist","Drama",5107,-38,4,381905,"110","2011-01-28"
"360",NA,"Leaving","IFC Films","Drama",5103,NA,2,181216,"122","2011-01-28"
"361",68,"White Material","IFC Films","Drama",4603,-9,6,302819,"73","2011-01-28"
"362",91,"Howl","Oscilloscope Pictures","Drama",4512,330,3,613986,"129","2011-01-28"
"363",74,"The Salvation Poem","CanZion Films","",4495,20,2,519902,"108","2011-01-28"
"364",64,"Phil Ochs","First Run Features","Documentary",4486,-24,1,70737,"26","2011-01-28"
"365",47,"No One Killed Jessica","UTV Communications","Drama",4478,-84,8,439801,"24","2011-01-28"
"366",59,"My Dog Tulip","New Yorker","Drama",4423,-38,4,194661,"152","2011-01-28"
"367",55,"The Warrior's Way","Relativity","Western",4346,-45,28,5664251,"59","2011-01-28"
"368",73,"Sea Monsters: A Prehistoric Adventure","National Geographic Entertainment","Documentary",3915,2,2,23510561,"1,214","2011-01-28"
"369",78,"Waste Land","Arthouse Films","Documentary",3556,48,3,123727,"94","2011-01-28"
"370",79,"The Wildest Dream","National Geographic Entertainment","Documentary",3424,43,4,708126,"178","2011-01-28"
"371",NA,"Deep Sea 3-D","Warner Bros.","Documentary",3224,NA,2,43991006,"1,795","2011-01-28"
"372",72,"Marwencol","","Documentary",3150,-19,6,88170,"115","2011-01-28"
"373",96,"Night Catches Us","Magnolia Pictures","Drama",2201,380,4,67189,"59","2011-01-28"
"374",NA,"A Somewhat Gentle Man","Strand","Black Comedy",1987,NA,1,6380,"17","2011-01-28"
"375",83,"Nenette","Kino International","Documentary",1754,-2,3,10933,"40","2011-01-28"
"376",70,"Tamara Drewe","Sony Pictures Classics","Comedy",1644,-59,6,554918,"115","2011-01-28"
"377",88,"Kings of Pastry","First Run Features","Documentary",1562,25,2,302065,"138","2011-01-28"
"378",85,"Every Day","Image Entertainment","Drama",1311,-27,4,18110,"17","2011-01-28"
"379",69,"Enemies of the People","International Film Circuit","Documentary",1270,-70,4,59066,"185","2011-01-28"
"380",NA,"Strange Powers: Stephin Merritt and the Magnetic Fields","Variance Films","Documentary",1126,NA,2,62379,"94","2011-01-28"
"381",97,"Dogtooth","Kino International","Drama",1098,179,2,92679,"220","2011-01-28"
"382",NA,"Rage","Strand","Thriller/Suspense",952,NA,1,952,"3","2011-01-28"
"383",75,"Ong Bak 3","Magnet Pictures","Action",928,-73,4,14498,"17","2011-01-28"
"384",NA,"Plastic Planet","First Run Features","Documentary",648,NA,2,2070,"17","2011-01-28"
"385",94,"Zenith","Cinema Purgatorio","Thriller/Suspense",648,29,4,7098,"122","2011-01-28"
"386",89,"You Will Meet a Tall Dark Stranger","Sony Pictures Classics","Drama",580,-48,3,3246426,"131","2011-01-28"
"387",NA,"Nine Nation Animation","The World According to Shorts","Multiple Genres",567,NA,1,19087,"124","2011-01-28"
"388",63,"Mesrine: Public Enemy No. 1","Music Box Films","Drama",515,-92,2,274247,"150","2011-01-28"
"389",67,"William S. Burroughs: A Man Within","Oscilloscope Pictures","Documentary",493,-91,2,45016,"73","2011-01-28"
"390",82,"Genius Within: The Inner Life of Glenn Gould","Lorber Films","Documentary",240,-89,2,166770,"143","2011-01-28"
"391",87,"Mesrine: Killer Instinct","Music Box Films","Drama",99,-93,1,548962,"157","2011-01-28"
"392",NA,"The Roommate","Sony Pictures","Thriller/Suspense",15002635,NA,2534,15002635,"3","2011-02-04"
"393",NA,"Sanctum","Universal","Adventure",9447930,NA,2787,9447930,"3","2011-02-04"
"394",2,"No Strings Attached","Paramount Pictures","Romantic Comedy",8004834,-40,3050,51392705,"17","2011-02-04"
"395",5,"The King's Speech","Weinstein Co.","Drama",7712353,-30,2584,83527544,"73","2011-02-04"
"396",4,"The Green Hornet","Sony Pictures","Action",5966229,-47,3033,87088622,"24","2011-02-04"
"397",1,"The Rite","Warner Bros.","Horror",5589311,-62,2985,23701534,"10","2011-02-04"
"398",3,"The Mechanic","CBS Films","Action",5295253,-54,2704,20005519,"10","2011-02-04"
"399",6,"True Grit","Paramount Pictures","Western",4640139,-38,2902,154902541,"47","2011-02-04"
"400",8,"Black Swan","Fox Searchlight","Thriller/Suspense",3373851,-34,1977,95861708,"66","2011-02-04"
"401",7,"The Dilemma","Universal","Comedy",3282555,-42,2545,45574025,"24","2011-02-04"
"402",9,"The Fighter","Paramount Pictures","Drama",2838173,-28,1662,82400738,"59","2011-02-04"
"403",10,"Yogi Bear 3D","Warner Bros.","Adventure",2249382,-29,1807,95367329,"52","2011-02-04"
"404",13,"Tangled","Walt Disney","Adventure",1850628,-27,1369,192073303,"75","2011-02-04"
"405",12,"Tron: Legacy","Walt Disney","Adventure",1363991,-46,1040,168758238,"52","2011-02-04"
"406",14,"127 Hours","Fox Searchlight","Drama",1348746,-37,899,15679195,"94","2011-02-04"
"407",11,"Little Fockers","Universal","Comedy",1239980,-52,1355,146542285,"47","2011-02-04"
"408",16,"Blue Valentine","Weinstein Co.","Drama",786441,-34,450,7268846,"40","2011-02-04"
"409",17,"From Prada to Nada","Lionsgate","Romantic Comedy",748852,-33,261,2097423,"10","2011-02-04"
"410",26,"Biutiful","Roadside Attractions","Drama",641720,40,179,1426215,"40","2011-02-04"
"411",15,"Country Strong","Sony Pictures","Drama",617047,-52,948,19817182,"47","2011-02-04"
"412",21,"The Company Men","Weinstein Co.","Drama",548925,-18,231,2298891,"17","2011-02-04"
"413",18,"The Chronicles of Narnia: The Voyage of the Dawn Treader","20th Century Fox","Adventure",532819,-40,514,102563814,"59","2011-02-04"
"414",20,"Gulliver's Travels","20th Century Fox","Comedy",469338,-35,495,41607452,"47","2011-02-04"
"415",29,"Another Year","Sony Pictures Classics","Drama",443589,44,236,1645606,"40","2011-02-04"
"416",23,"Barney's Version","Sony Pictures Classics","Drama",423333,-19,120,2905065,"38","2011-02-04"
"417",25,"Megamind","Paramount Pictures","Adventure",380437,-23,290,147459541,"94","2011-02-04"
"418",22,"Harry Potter and the Deathly Hallows: Part I","Warner Bros.","Adventure",373378,-38,365,292761214,"80","2011-02-04"
"419",19,"Season of the Witch","Relativity","Thriller/Suspense",284126,-63,492,24242055,"31","2011-02-04"
"420",27,"The Social Network","Sony Pictures","Drama",245226,-45,294,96398570,"129","2011-02-04"
"421",33,"The Illusionist","Sony Pictures Classics","Adventure",186668,39,68,766312,"44","2011-02-04"
"422",28,"The Tourist","Sony Pictures","Thriller/Suspense",161017,-55,231,66848673,"59","2011-02-04"
"423",24,"The Way Back","Newmarket Films","Adventure",140650,-73,145,2531523,"17","2011-02-04"
"424",30,"Unstoppable","20th Century Fox","Action",127893,-38,202,81201197,"87","2011-02-04"
"425",31,"Rabbit Hole","Lionsgate","Drama",122682,-29,131,1723700,"52","2011-02-04"
"426",34,"Hubble 3D","Warner Bros.","Documentary",112068,-6,48,21222697,"325","2011-02-04"
"427",32,"Burlesque","Sony Pictures","Drama",87768,-41,178,39440655,"75","2011-02-04"
"428",36,"Somewhere","Focus Features","Drama",59933,-46,46,1604086,"47","2011-02-04"
"429",52,"Fair*Game","Summit Entertainment","Drama",52847,251,149,9474145,"94","2011-02-04"
"430",35,"Inside Job","Sony Pictures Classics","Documentary",38896,-66,79,3884831,"122","2011-02-04"
"431",47,"Winter's Bone","Roadside Attractions","Drama",37711,25,35,6356503,"241","2011-02-04"
"432",44,"Casino Jack","Samuel Goldwyn Films","Thriller/Suspense",37540,-36,39,894540,"52","2011-02-04"
"433",71,"The Salvation Poem","CanZion Films","",36552,713,4,556958,"115","2011-02-04"
"434",41,"Faster","CBS Films","Action",33649,-50,87,23225911,"75","2011-02-04"
"435",45,"Secretariat","Walt Disney","Drama",32663,-43,68,59699513,"122","2011-02-04"
"436",43,"Ip Man 2: Legend of the Grand Master","Variance Films","Action",31236,-49,21,111357,"10","2011-02-04"
"437",37,"Mumbai Diaries","UTV Communications","Drama",28206,-72,42,566379,"17","2011-02-04"
"438",40,"Love and Other Drugs","20th Century Fox","Drama",26473,-61,46,32329934,"75","2011-02-04"
"439",38,"The Heart Specialist","Freestyle Releasing","Romantic Comedy",18318,-79,56,1096288,"24","2011-02-04"
"440",46,"I Love You Phillip Morris","Roadside Attractions","Comedy",18261,-58,39,1917327,"66","2011-02-04"
"441",48,"Made in Dagenham","Sony Pictures Classics","Drama",17617,-34,41,968584,"80","2011-02-04"
"442",57,"The Housemaid","IFC Films","Thriller/Suspense",16371,36,10,58077,"17","2011-02-04"
"443",53,"Kaboom","IFC Films","Comedy",16258,19,2,34520,"10","2011-02-04"
"444",51,"Get Low","Sony Pictures Classics","",16071,3,60,9156053,"192","2011-02-04"
"445",54,"Space Station","IMAX Films","Documentary",15727,15,5,82690017,"3,216","2011-02-04"
"446",NA,"Cold Weather","IFC Films","Thriller/Suspense",14513,NA,1,14513,"3","2011-02-04"
"447",49,"All Good Things","Magnolia Pictures","Drama",10577,-48,15,523212,"66","2011-02-04"
"448",67,"Vision","Zeitgeist","Drama",10237,100,5,394346,"117","2011-02-04"
"449",NA,"Waiting for Forever","Freestyle Releasing","Romantic Comedy",8917,NA,3,8917,"3","2011-02-04"
"450",NA,"Oy Vey! My Son is Gay!","","",8440,NA,2,74136,"45","2011-02-04"
"451",50,"What If...","Five & Two Pictures","",7733,-57,5,806869,"171","2011-02-04"
"452",77,"Waste Land","Arthouse Films","Documentary",7488,111,4,131721,"101","2011-02-04"
"453",55,"Millenium 3 - La reine du palais des courants d'air","Alliance Films","Thriller/Suspense",7292,-40,13,5421231,"283","2011-02-04"
"454",60,"Galapagos","IMAX Films","Documentary",6562,-24,2,17830750,"4,119","2011-02-04"
"455",NA,"The Other Woman","IFC Films","Comedy",6224,NA,2,6224,"3","2011-02-04"
"456",58,"Tiny Furniture","IFC Films","Comedy",6170,-42,12,373743,"87","2011-02-04"
"457",72,"Phil Ochs","First Run Features","Documentary",5846,30,3,78694,"33","2011-02-04"
"458",NA,"How I Ended This Summer","Film Movement","Drama",4968,NA,1,4968,"3","2011-02-04"
"459",81,"Night Catches Us","Magnolia Pictures","Drama",4805,118,3,72792,"66","2011-02-04"
"460",65,"When We Leave","Olive Films","Drama",4732,-21,2,13356,"10","2011-02-04"
"461",NA,"The Time That Remains","IFC Films","Drama",4060,NA,2,24265,"31","2011-02-04"
"462",64,"Summer Wars","GKIDS","Adventure",4043,-33,4,78182,"45","2011-02-04"
"463",76,"Sea Monsters: A Prehistoric Adventure","National Geographic Entertainment","Documentary",4001,2,2,23516632,"1,221","2011-02-04"
"464",63,"Animal Kingdom","Sony Pictures Classics","Drama",3813,-38,4,1036519,"178","2011-02-04"
"465",89,"Dogtooth","Kino International","Drama",3734,240,3,97016,"227","2011-02-04"
"466",NA,"Into Eternity","International Film Circuit","Documentary",3530,NA,1,4679,"5","2011-02-04"
"467",74,"My Dog Tulip","New Yorker","Drama",3396,-23,3,199748,"159","2011-02-04"
"468",68,"Leaving","IFC Films","Drama",3135,-39,1,187090,"129","2011-02-04"
"469",61,"Bhutto","First Run Features","Documentary",2772,-67,3,79207,"66","2011-02-04"
"470",70,"Howl","Oscilloscope Pictures","Drama",2341,-48,1,617334,"136","2011-02-04"
"471",62,"Four Lions","Drafthouse Films","Black Comedy",2254,-67,6,298701,"94","2011-02-04"
